ID,content,score
114320,فكرة البرنامج حلوة اوي,1
11015,"Jadore Jumia, excellent, rapide et efficace. Et continue de nous faire plaisir. Jumia ne fait pas comme les politiciens. Plus il dure plus il ne respecte plus son serment vis à vis de son people.",1
27671,99po et 9ad garde o,1
108914,وحش جدا,-1
119401,........,-1
22731,Meilleurs application en CI jai trouvé ce que je trouver pas ,1
83291,بصراحة انا مش مش مصدق انو حلو للدرجة ده,1
113032,انا استعملته هوا جميل اشتريت فست والسعر55جنيه ايجه وتلع جميل رحت المنصوره لقيته 350 جنيه اسعاره تحفه يا جمال,1
112710,بس فيه مشكله الدفع نقدا متوفر عند استلام الطلب من شركة الشحن. ثانيا عند فتح إعلان لمنتج تابع لكم مثلا من على الفيس بوك في بعض الاحيان التطبيق يفتح ويحدث خطأ ويغلق لوحده,0
66434,Une application utile et efficace. Je men sers tout le temps.,1
9200,"Merci,je trouve tout ce que je veux",1
63246,فاشل,-1
82016,جيدة حتى الآن ماعدا وقت الاستلام طويل نوعا ما,0
66297,"Vrm j me ss decu d eux.finition des vetements nule.présense des fils par tt ,coupe au hasard.......",-1
136662,Jai rien compris de cette application comment je peux créer mon compte,-1
130771,Bachelier,1
121733,2ans,-1
11857,Souvent le produit nest pas complet,0
79981,موقع تسوق فااااااااااشل طلبت حاسوب واجابوني أان في ظرف 5 ايام سيصلك.والان مرت 20 يوم ولم يصلني .نصيحة لمن يريد شراء اونلاين يتسوق من امازون اما هدا الموقع فهو فااااشل ومضيعة للوقت,-1
22358,Vous êtes nul pour le black friday cest du monsonges jai acheter ala premiere minute le stock a ete 100% et quand jai valide jai trouve repture de stock vous ne pensez quas remlires vos poches et les pauvres quil secrase au mur tfooooo 3likom vous mavez desu avec ma fille wallah et jamais je nous vous pardenerez jamais,-1
87582,الموقع ليس سئ,0
19345,Elle ma facilité la commande,0
10348,assez bon mais ni trouve pas comme les écrans des téléphones,0
80488,للاسف اصبح التوصيل لاقرب مكان بدون مصاريف شحن غير متاح,-1
141625,la base de données des médicaments est très faible . je ne trouve pas plusieurs médicaments,0
115116,احمدعكاد,1
15849,Bonne avec quelques détails raté mais pas mal,0
79344,انا ممكن لو سمحتوا اعرف ليه لغيتو الدفع عند الاستلام وليه لغيتوه مع العلم أنني اول مره اتعامل مع جوميا افيدوني جزاكم الله خيرا,-1
79787,هو لو فيه اكتر من 5 نجوم كنت عملت والله,1
113499,في موبيلات تقسيط,0
87406,انااريد ان استرجع المنتج قبل مجيئه,-1
92049,اول مرة,1
132512,Ooooooooooooh,-1
14375,Ya des articles bon prix maisons autres trop cher,-1
71384,pro,1
25689,"Bon courage ,continuer",1
20691,Pas de soucis pour linstant avec Jumia,0
12670,Tres bonne aplication ,1
563,risque de nos donnee personel,-1
12899,Délais de livraison lent,0
108315,كويس جداوسريع التوصيل واسعارة مناسبه اوووي,1
38259,Bon,0
134860,Bonne idée Sil vous plaît je veux contacter lun de deux étudiants pour prendre une idée et merci davance,0
23501,Jai toujour est aime jumia,0
30182,كدابين مكانش تخفيضات,-1
43897,raw3a toooooooop,1
131808,له4تثزب.بيتو,-1
133845,لا يدعم اي لغة فاشل بامتياز,-1
81209,البرنامج كويس بس سعر الشحن غالي جدا وعمل عروض كذابه يعني انا شوفت عرض لشاومي ريدمي نوت 7 في جوميا بسعر قليل وقعدة يكتبو استنا العرض ولما جه يوم العرض مش عرضو التليفون دي شركه كذابه علشان بعت تليفوني علشان اشتري العرض حسبي الله ونعم الوكيل فيكم,0
89404,سعر الشحن غالى جدأ,-1
84362,ممتاز بس أحيانا الخامات تكون رديئة,1
58161,"Jaime Jumia vente en ligne, pratique et simple...",0
123452,il me donne toujours une carte net cest un trush,-1
3659,"Super appli pour ces achat, seulement le mode de paiement est parfois difficile à réaliser, jai dû créé un nouveau compte pour réussir à la réutiliser",1
15979,Cest nul Des menteurs,-1
30268,Always the best,1
28222,نصب واحتيال في العروض,-1
124774,keka,0
134820,Le temps pour le métro n est pas correcte Manque de notification dans le métro est proche de la station,-1
7233,super site pour les achat et cest très facile. depuis 5ans jamais deçu,1
91576,طيب ١٨ ٦٧ گ ١٨ ٦٨ گ فل ص الخير. ٢,-1
100124,تتعتت,1
3929,"Jumia est génial mais il ya plusieurs articles quon ne peut avoir sur jumia. Jumia vend des téléphones Samsung Galaxy dont la plupart sont des séries A. Pas de Sony xperia, pas Samsung serie C, plus de Motorola ... et je ne sais vraiment pas pourquoi.",-1
56769,Super rien à reprocher,1
59925,Cool jaime cette application merci davance. Je vous remercie beaucoup.,1
113353,جيد متمنيا مزيذ من الانجاز,0
22517,Est ce que vous livrez les commandes en ce moment de confinement  Je voudrai commander un tripied,0
136950,"Cette application doit être gratuite, attijaribank loffre gratuitement malgré quil soit banque privée",0
42360,Plus tard,1
78454,لا يوجد مصداقية ليه تهدروا وقت الناس لتحميل التطبيق و ف الاخر عروض منتجات غير متوفرة و عرض لمنتجات ب قيمة جنيه وفي النهاية لا يوجد أي منتجات تطبيق سيئ,-1
79994,تمام التطبيق كويس وأمن والمعامله مع الجمهور من خدمة العملاء ممتازه فقط شركات الشحن بعد تسليمهم المنتج هم من يتواصلون واحيانا بيكون في تأخير,1
37767,كتفلاو على الناس اليوما كومونديت تلفازا من بعيد كتبتولي بلي مابقاتش فالسطوك فيناهي المصدقية كنضن بلي بزاف وقعليهم فحال هدشي راه ماخاصكمش تسكتو ديرو ليهم غير نجمة او سينياليو الابليكاسيو,-1
5104,"Plus de photos sur chaque article proposés, une, deux photos ne suffisent pas5 avec une courte vidéo. Il nous aient arrivé de retourner des articles faute de correspondance à larticle quON A VU. Ainsi, demander le choix des couleurs avec les différentes particularités, permettrait déviter ces incidents. Plus de guichet de paiement aux points de relaisagents, des fois la queue est longue. Jumia Dakar Senegal",-1
27508,C pratique merci,0
121488,"Bonjour. Mon compte est active. Jai 4 jours que je travaille avec vous. Et aucun demande reçu par les clients. Jai présenté au niveau de la direction a alger. Ils ont déclaré quil a un problème technique mais personne est présent pour me supporté. Le service client ne répond pas, contacte sur messenger nul.",-1
13099,Beaucoup de potentiel mais très mal optimisé,-1
83252,حلو اوي اوي و حاجاتو نظيفه جدا شكرا جوميا,1
755,Fontasstique,0
7422,"jaime beaucoup cette application car avec ses notifications je suis informer de toutes promotions a savoir les black friday, les ventes flash et bien dautre. merci a vous",1
108106,"نا بعشق جوميا انتو ناس راقيه أووي ونا بجد بحبكم جدا وربنا يوفقكم دايما 
وتبقو ف أعلى المراتب ",1
45044,cooooool,1
127778,Que des bugs,-1
18112,je suis très satisfait de votre entreprise .,1
136602,"Donner la possibilité de mémoriser ses identifiants, autrement lapplication nest pas exploitable. Les identifiants sont impossible à mémoriser par soi-même.",-1
109493,Momtaaaaz,1
19096,bien pour le moment je suis satisfaite.,0
107980,"ليه زودت سعر الشحن لاكثر من الضعف وانا رنيت كتير عشان ارجاع منتج او حتى 
الاستبدال ولا حد عبرنى وكمان جوميا بتدى رنات مش اتصال يعنى انا ال اتصل 
المفروض وافرلكم المكالمه ايه الاسلوب دا  انا مش فاهمه مع انى من العملاء 
واخذت منتجات كتيره برغم سوء المعامله انتو كدا بتفقدو ثقة الناس فيكم 
وبتكرهوهم فالتعامل معاكم برجاء الانتباه ياريت لو نعرف مقركم فين",-1
41793,Super rapide,1
20998,Jadore la façon donc vous livrer,1
68311,Vraiment pas mal,0
21488,Un bon produit,1
126920,parfois elle ne souvre pas. pourtant les autres applications sur le téléphone fonctionnent normalement,0
14982,Pratique pour acheter des produits en ligne.,1
79408,تطبيق محترم تجاريا و لكن لا يتيح تجربة المنتج قبل الشراء كما في المحلات التجارية,1
66067,"Transports chère, livreurs nerveux, par rapport a adjamé cest la sécurité avec jumia.",0
57854,J ai aimé merci beaucoup jumia,1
7031,"Cette application est super et pratique. Avec elle, fini les longues attentes des appels.",0
14035,Simple pratique jattends la livraison pour le reste de la note,0
139669,روع .,1
62766,Des biens à mauvaise qualité avec bzaaaf dial l kduuuuuub,-1
5105,Il est vrai que votre appli est très populaire et je vs en félicite. Mais je ne vois pas lintérêt denvoyer des notification alors quil est impossible daccéder à lappli parce quon est soit disant extrêmement nombreux... Le mieux serait de trouver une solution au lieu dembêter avec des notif inutiles. Jai longtemps utilisé votre appli pour profiter des ventes flash et autres mais là... Plus rien  Le mieux serait de désinstaller non ,-1
73213,Cest la,0
30402,Oklm,1
32258,"Tfooo 3la bashar Lwa9t li brit nchoopi chi 7aja fiha promotion lapplication qatbloqa, ",-1
82353,اجمل حاجه فيه الالتزام بالمواعيد,1
69373,Fiable  peu coûteux,1
69433,hamri amel,1
140052,J ai essayé plusieurs fois pour recharger mon ligne téléphonique TT et je nai pas pu continuer suite problème de mon e-mail daprès lapplication. Malgré quelle est juste. Prière de maider et merci.,-1
79920,في مشكلة في البرنامج قائمة المفضلة لا يظهر بها العناصر التي تم اضافتها جميعا مع العلم انها تظهر علي الكمبيوتر,0
95938,رااااأع,1
43619,رائع وخدمة في المستوى,1
138175,"Jallais vs ajoutet 2  vu que c possible mnt de faire de vraies transactions à distance ce qui est très utile mais malheureusement suite à la dernière mise à jour ça bug bcp et ça ne souvre même pas  Dans lattente de la mise à jour corrective À part consulter le solde et avoir une idée sur le mouvement du compte en général presque rien ne fonctionne. Dommage, parce que la panoplie des options proposées est vraiment intéressante.",-1
108028,"سي ولا افهم معني اللغاء الطلب وعدم رد المال الذي تم خصمه من الفيزا الخاصه 
بي ارجو رد المال لي باسم Aziza soliman Gad",-1
127154,Lapplication ne marche pas dès linstallation,-1
12360,Livraison cest trop cher 1200da .cet pas normal,-1
9455,C la plus cool app pour commander tout ce quon veut je vous le conseille vivement,1
72455,vcfu,1
82056,اتمنى التقدم للأحسن والأفضل و بجد الأسعار و المنتجات ممتازة انا اتعاملت معاكم قبل كدا و بجد شركة محترمة جدا,1
105757,حلو شغال,1
8992,un application bon mais souvent refuse des recherches souvent important mais cest cool,0
136349,Ça marche bien sur Android 6,1
134239,Non compatible avec la nouvelle version android.... 7/2020,-1
4939,"Vous renvoyer les produits sans appeler, prenez au moins le temps dappeler car, on ne sait jamais. Mes commandes nétait pas tous arrivés au même moment. Jai du faire un petit déplacement. Et je suis revenu avec un retard de deux jours, en comptant le dimanche. Et cétait déjà renvoyé. Or, javais averti mon déplacement en avance.",0
23518,Jai pas eu le produit que jai commandé,-1
4184,Cest parfait lachat en ligne et surtout ce fait honnêtement.,1
3267,"Je déconseille les gens de ce service médiocre et désolant pour telle potentiel de publicité inifiquace, car j ai fait une commande de livraison a la réception je trouve mauvaise pointure, tu dois appeler pour qu on te passe un monsieur qui te demande de patienter pour quil récupère leur cargaison pour te donner un bon achat en contre partie. La surprise un monsieur téléphone pour venir les mains nu récupèrer La marchandise. Vraiment ils sont loin dêtre boîte de livraison.",-1
12970,application fiable et facile a utiliser,0
137758,Mise à jour des opérations entre comptes internes est trop longue. Certain caractère ne saffiche pas correctement.,0
96712,ظمتاز,1
2180,Elle fonctionne pas sur le Samsung note 4,-1
91452,ازولوولى,1
58997,أين هذا هل في الجزائر لكي اشتري اشياء اعجبوني,0
26953,Rien à dire ,1
18731,"Pour le moment, il nya aucun soucis. Beaucoup de courage.",0
134355,bravo mon meilleur banque,1
102764,زينث,1
74380,Exellent application,1
127449,Je n arrive pas à m inscrire c est de l arnaque,-1
79976,انا حسابى خرج لوحدة ومش عارف ادخل على الابلكشين خالص اية الحل,0
48538,تطبيق ممتاز واصلو على هذا المنوال. فقط نقطة سلبية تكاليف التوصيل مرتفعة شكرا,1
16474,Merci pour la promptitude de résolution de la préoccupation dont javais fait part,1
56905,"Bonne contuniation,et bravo.",1
59861,Cool je vous la consielle pour le shponih,1
9051,Bien dans lensemble sauf quil y a trop de publicité gênantes,0
120892,3andi 3 nestana fel code dactivation li yousel par sms bech n7el d17 w baki mawzelch ltaw chnoi l7al,-1
85876,مرحبا فعلا انه جميل,1
137931,"Ce service est payant, il faut un abonnement de 4,720DT TTC chaque mois",1
69408,La quel,-1
66020,Tout,1
133433,مازلت نجرب,1
60026,Super pratique économique et rien na dire jadore,1
125697,you are the best thank you orange teams,1
12435,bon fiable et garantie,1
468,De puis le dernier mise a joure mon profile ne safiche plus,0
57758,"À chaque fois que je tape habit denfant cest une autre chose qui 
saffiche bah jen ai raboté de ça pensez à améliorer ce probleme",-1
63683,Le fait de mettre un article dans le panier et qu on te dise qu il est indisponible montre bien que c est une arnaque,-1
66025,Arnaque tout simplement,-1
87444,فقط قارورة ماء كريستال سيئة جدا والسعة اللترية ستة لتر وليست عشرة لتر,0
45886,top Des top,1
9518,Ces 3 derniers jours jai telecharge lapp mais a chaque fois je sais meme pas comment je la trouve pas ou soudain elle se ferme et je la trouve b1 suprimer de mon telephone Et pour les achats que jai je les perd ou quoi,-1
113614,اللغة العربية تنقصه,-1
119904,Est ce que c possible de payer avec la Carte Sodexo A la delivery  Merci davance,-1
10773,Jai commandé un pull qui en période de solde et elle est raté par manque de responsabilité,-1
11413,Jaime mais il manque um peu dinovation,0
66218,Jaime Jumia sa me permet de payer tout sur place sans me deplacer,1
121636,Les derniers mois le travail est diminuée plus de 50x cent,0
5134,"Jaurais voulu mettre 4 étoiles mais jai mis 3 étoiles car le coût du transport est trop élevé à mon avis, le 27 mars 2019, jai passé la commande dun mixeurblender nasco et sa ne fonctionne pas, cest la deuxième fois que Sa marrive, la première fois cétait un ordinateur, tu paye le transport en plus tu dois toi même payer ton transport pour retourner le produit, stp essayer les produits avant de es commercialisé",0
83601,فوق الممتاز واللي ميعرفش يتعامل معاهم بلا تعليقات ملهاش لزمه ناس والله محترمين أشترينا مضرب بيض ولما فتحناه ف البيت زي الفل وطول الوقت بيتصلو بينا لضمان المنتج ولو في مشكله قابل للترجيع يبقي ناس محترمه ولا لأ ياناس يامحترمه يللي بتحكمه علي الناس من أول تعامل,1
125657,يا سرااااااااااااق رجج الforfait كيما كان ينعديرررربكم,-1
86193,كيف نستخدم النقط,1
91681,تماما,1
139609,سبوسي,1
66562,il y a pas de tout,1
90141,لسه ماوصلنيش حاجه,0
2970,"Bcp de bugs, testez avant de lancer.",0
2567,pa mal,0
137648,les transaction ne sont pas en temps réel merci de faire le nécessaire bon courage,-1
125756,Back 25g with 20dinar,-1
33597,",",0
9671,Le concept du black friday est une pure arnaque et les prix de livraison sont abusés prix de la livraison a domicile  prix au moint de relais,-1
111917,فيما يبدو ان التطبيق فاشل او العروض فنكوش الفلاش سيل لا يعمل وقت العرض يذهب بك الى االمنتج غير موجود وبعد فتره ينتهى العرض عليه وده تقيمى لجوميا,-1
137950,Perso je lai desinstalé sa sert a rien de pleurnicher sil y avait -5 étoile rani 7attithom :,-1
26930,Net et Sans bavure,1
2847,"برنامج غير عملي الهدف منه تمرير الاعلانات بكثافة و بطريقة غبية .. لا يمكن 
تحديد مكان البحث و يجبرك على استعمال الموقع على google انا في ايطاليا و لا 
استطيع ان ابحث عن اي شيئ خارج نطاق 50 كلومتر من تونس العاصمة  الخريطة 
التفاعلية لا تعمل",-1
82505,حلو بس مش موجود فيه كل حاجه,0
56113,Je suis Client Chez Vous,1
39054,Jaime ,1
114544,من احسن ابلكشن تسويق,1
114578,احلي برنامج في التاريخ,1
135051,Pourquoi lapplication nest plus opérationnelle après la création dun compte,1
6101,"A chaque fois que jai envie dacheter un article sur Julia, on refuse mon mot de passe, je reinitialise même mais ça ne donne toujours pas, je comprends pas pourquoi",-1
136215,Mais quelle application rien foctionne toujours application arrêtée,-1
2034,ابليكسيون باهية ننصح المستعملين العمل بها لحسن الإتقان ولربح الوقت je recommande aux utilisateurs de télécharger cette application  pour ça perfection et le gain de temps,1
35860,Applicatin magnéfique,0
68303,c nulle zero zero mkyn la blak friday la promotion . had bak lkdob,-1
39376,Tres Bien,1
141364,"Nul nul nul, ca bloque le téléphone",-1
112998,لوسمحتوا حد يقولي اه هوه الكوبون,0
114152,أنصح الكل ألا ينزله ﻷنه يسرق كل أموال بطاقة الإنتمان على أرخص المنتجات,-1
17085,Pourquoi il ny a pas le cameroun dans votre liste,-1
5373,"Jumia pouvait avoir 5 étoiles, si tout leurs produits avaient des descriptions sur-mesure. Au lieu quon se retrouve très souvent à imaginer ou à rechercher les vrais descriptions ou images sur Google. Cest vraiment dommage. Je fais mon shopping de la Côte dIvoire.",0
66949,Très utile pour les shopping,1
140042,"Bonjour, jallais mettre 5 étoiles car jétais entièrement satisfaite de lapplication jusquà aujourdhui. Je viens de recharger 10 dinars de solde et je nen ai reçu que 8,7 dinars alors que dhabitude je reçois la somme entière  Où est passé cet avantage  Autant acheter une carte dans ce cas pas la peine de se servir de lapplication. Très déçue. Nul part cest marqué que dorénavant on va vous soustraire les 700 millimes par 5 dinars de recharge. En attente dune réponse de votre part..",0
81063,جوميا جميل اوي وفي كل حاجة نزلو بسرعة,1
18747,Ils ont enlever payer en livraison,-1
15269,Jadore lapplication quand jétais en côte dIvoire mais maintenant jétudie au Niger donc je ne peut pas acheter vos articles vu que vous navez pas de filière ici au Niger. Est ce que vous livrez ici au Niger ,1
82252,التطبيق حلو جدا و منجز للوقت بس للأسف ف مغالاة ف تسعير بعض المعروضات ..,1
86831,أفضل موقع أحبه,1
85098,ثقة ومصداقية,1
140118,"bonjour, ça ne fonctionne pas sur samsung A50",-1
137993,jai connecter avec les paramétrés de connexion sur le page web ça marche mes pour lapplication mobile ça marche pas,-1
68728,تطبيق كاذب تفو,-1
79935,التجربة جيدة ولكن لماذا على أن ادفع قيمة الشحن أكثر من مرة في حالة اني أريد أكثر من قطعة من نفس المنتج جميع المواقع تكتفي بقيمة شحن واحدة اذا طلبت أكثر من قطعة من نفس المنتج ارجو إعادة النظر في سياسة الموقع بالنسبة لذلك,0
4472,Ça fait quelques années maintenant que jutilise vos services pour mes achats et livraison tant à lintérieur du pays quAbidjan. Merci,0
60150,Facile pour des achats je salue linnovation,1
5074,"Le site Jumia est tout dabord mal organiser. Car vous acheter un article, et en attente on vous fait un e-mail pour vous dire que larticle nest plus disponible chez le fournisseur. Mais curieusement, il figure toujours sur le site et vous permet même de lancer de nouveau lachat du même article. Impossible nest pas Jumia CM",-1
52654,تطبيق رائع ..وخدمات مضمونة .وتوصيل في الموعد,1
111939,التطبيق ممتاز ولكن عند الوصول لصفحة الدفع توجد الحالات كثيرة يا ريت تحديث نظام الدفع ليكون اسرع ودون فتح نوافذ منبثقة,0
83401,تطبيق جميل جدا واسعاره احسن من سوق. كوم,1
88856,سلام كنتمنى تجاوبو انا ملي كنكمل طلب ديالي مكيتعطانيش مدينتي,1
83063,سياسة التوصيل منخفضة جدا والتعامل جدا سيئ,-1
129025,Nul wini version tdalel,-1
35912,Bon déroulement,0
10804,certains produits sont moins coûteux que sur le marché physique.,0
107470,اعجب,1
16419,Je ne sais pas pourquoi souvent je commande et jumia ne confirme pas ma commande,0
131571,هذا التطبيق بغظ النظر عن الجوائز التي من الممكن ان تتحصل عليها هو عبارة عن مرشد حرفاء ... تطبيق جيد شكرا,1
108833,"اذا فيه اقل من نجمة كنت قيمتكم بها مرتين تلغو الاوردر بدون سبب ضيعتو وقتنا 
ومجهودنا على الفاضي",-1
87935,التطبيق كل مااحمله يتمسح لوحده اربع مرات بنفس الوضع,-1
6922,Je suis client Jumia ça fait 3 ans tout était formidable . Dernierement je narrive pas à finaliser mes commandes a cause de votre mise à jour... j ai posté mon problème 5 fois. Mais personne ne ma répondu .vous appelez ça du service Alors je pense a changer mon marché.parce que j ai raté plusieurs promotions. Merci Jumia,-1
25949,Une balle application,1
68007,"Très pratique, reste à savoir le délai de traitement et de livraison des commandes",0
23659,Merci pour vos produits,1
137448,Application très utile reste la fonction transfert dargent qui nécessite toujours un passage à lagence,1
138603,تصبها  تستعملها مرة و بعد ما عادش تحب تتحل الا ما تفسخها و تعاود تصبها تمشي مرة و بعد تاقف و وروبولوت هاني كتبتلكم بالعرب بش تفهمونا,-1
77826,تكاليف الشحن مبالغ فيها وغير عادلة لدرجة انني عملت اوردر لثلاثة منتجات لنفس البائع وكانت تكاليف الشحن للأسكندرية41 جنيها لكل منتج حتي ان تكاليف الشحن تخطت قيمة المنتجات.,-1
14155,"Mauvaise affaire , les prix tal3iin bzaaaf , les vendeurs matay3tiwch une bonne description l leurs produits et en plus makaynch reviews dnass , katchri b7ala kat9emer",-1
126817,"Vraiment vous ne cessez pas de nous nous arnaques, je telecharge votre application et 2 mins après je reçois une notification que mon mot de passe Gmail a été modifié vraiment bravo et jinvite tout personnes de voir les conditions générales de lapplication de la télecharge.",-1
128014,la vie sous une autre ongle,-1
126624,Activite de constitué par un rythme lent.,-1
16216,reclamation j ai commande un ecouteur sans fil bleuetooth 17s tws blanc270 qui ma etait livre le 8 avril abderaouf chetioui el achour draria deteriore des le 1er jour plusieur s appel au service jumia aucune reponse a ce jour c est pas serieux mes monsieurs je veux une reponse a ma reclamation merci,-1
113906,حرامية عيني عينك زيت وولف سعره 60جنيه وشحنه ب288جنيه نصب علني,-1
94312,بصراحه مفيش تواصل لمندوب المرتجع وحسبنا الله ونعم الوكيل,0
80088,لو سمحت انا محول مرتبى على البنك الاهلى هل فيه تقسيط على ستة اشهر بدون فوائد فعلا وان فى ايه المطلوب كضمان,1
133685,ررررررررررروعة,1
4694,JUMIA et faire les boutiques devient plus facile,1
89881,افضل واحسن سوق اتعاملت معه,1
134233,"Bonjour, jai un soucis avec cette application: à louverture de cette application, je ne peux pas accéder à la fenêtre login et mot de passe: un écran blanc qui saffiche uniquement. Merci de votre retour sur la résolution de ce beug",-1
135005,Application ne fonctionne plus depuis plus de 3 mois,-1
22410,peut-on télécharger cette application sur PC  et Comment sil est possible,1
136777,Faut ajouter une option qui garde la session. Faut gérer le bouton back.  Faites du natif cest toujours mieux que le phonegap.,0
120721,pour l encaissement d une mondat wu .. c quoi le code pin que je v le mettre apres le num du mondat,-1
83588,شكرا تم حل المشكلة,1
78882,التطبيق مش حلو علشان السعر بيبقى مغري مع حاجات الشحن و الحاجات دي السعر بيبقى غالي اوي,-1
57947,عيدكم مبارك وكل عام وانتم بخير,1
61852,"good app so far, keep up the good work",1
16099,je suis satisfaite du service,0
19837,trop bête les vente flash,-1
44372,superbe application,1
2310,App ciouet,1
85147,كذبين بيضعو صور لعروض مش موجوده عشان الناس تنزل التطبيق نزلت التطبيق ومفدنيش شكرا,-1
69078,Bon marcher mes pas mieux que dautre en europe,1
107506,دايما فى تقدم,1
52169,tres bein,1
132371,te3ba,-1
64978,Trop d arnaque,-1
23394,Je répondais à toutes les normes de votre procédure,-1
79479,انتم شوية كذابين ومنافقين حرام عليكم جايبين صورة المصحف ونيجى ننزله كطتبيق لا نجده ونجد برنامج جوميا هذا اتقوا الله تعالى ولا تتجاروبالدين العظيم وتعلموا الدرس الا تتقون,0
142241,Bravo fekra jdida  ama fama defaut fil rotation mta3 lecran,1
28059,arnaque arnaque arnaque احتيال و استغلال للمشتري,-1
5537,très sérieux et de bon produits merci,1
132552,يسرقة,-1
12600,Nulle. Les articles sponsorisés sur Facebook on les retrouvent pas une fois connecté à votre application.Je la supprime .,-1
80637,اوحش حاجه في ان الحاجه بتجى مغلفه والمندوب وبيقول افتح الطلب بعد ما امشى من هنا يرجى انا يوجد ميزت يمكنك من تجربه الطلب وارجاع ما لا يعمل مع المندوب,0
60846,Simple et pratique...,0
8635,"Contrairement aux autres sites de vente, cest TRÈS COMPLIQUÉ dacheter avec vous. Le lien sur lequel vous me dites de confirmer ma commande ne souvre même pas.",0
99056,كسمه,1
20026,Nul est faux informations,-1
9557,c nul ..livraison rn retard .livreur désagréable et tu paye a part les frais de livraison et le prix de l article,-1
14346,Bonsoir pourquoi il ny a pas le Cameroun dans les pays quon propose merci,0
25051,bien J ai déjà acheter par site jumia,1
130353,ما تستاهلو حتى نجمه الابليكسيون كي وجوهكم tirage ما ربحت حتى مره خراوات غشاشه و هاني باش نفسخ والداها مناظر مقلبه,-1
6824,"Application facile à manipuler, malgré limprécision des résultats de recherche darticles",0
8264,Très efficace et nous donne la possibilité de ne plus nous déplacer pour avoir ce que lon veut.,0
7690,Plus facile que ce que jimaginais ,1
131302,تطبيق جيد شكرا,1
58918,"Bonjour Jumia je voudrais avoir une information sur vos produit pourquoi 
certains produits sont les même mais il ya différents prix ou bien cest 
la couleur qui fait que vous augmenter le prix. Merci pour une réponse",0
65090,Superrrrrrrrrrrrrr,1
114812,FAAAAAAKE LIARS,-1
138017,Aucune explication sur laccès à cette application,-1
44359,peu appreciable,0
62131,Nechalah bien,1
8036,Une application formidable pour nous qui sommes dans la nouvelle génération.vraiment je vous èsode a lutilisation.je kiff 4 étoiles,1
16,"TRES MAUVAISE application, trop de probleme. Meme le site est trop lent et consomme trop de donnees internet.",-1
92741,سكس,1
138282,Au début cétait bien mais maintenant cest nul,-1
78893,برنامج زباله للنصب البرنامج مفيش في خدمة عملاء ولاتفصيل الشحنة بعدالشحن ولافي شكاوى أو تحدث,-1
15669,bonne application pour shopping,1
48621,wallh yekedhbou la remiz la chay,-1
4428,Vous avez augmenté vos frais de livraison.,0
102775,جيد جدا ,0
1428,Les problèmes de tri persistent même après la MAJ de lapplication,0
88888,جديدة ومبتكرة,1
70141,Samiri,1
87635,توحفه جدا العملاء شكرا لكم,1
6371,"bon application, mais il ni a pas de choix pour la livraison qui est assez cher, je n ai pas accès à la livraison au point relay de tlemcen.",0
59103,Ça marche cest vraiment cool essaie  les gars merci,1
139107,Vraiment 7aja 3alamia,1
70222,ماهو الكوبون,-1
129386,Bon applicacion,1
4543,"Une tout petite déception à la livraison dune marchandise que jai vue et apprécié, puis commander mais à la réception jai reçu un article différent de ce que jai commandé la qualité, la taille, que je nai pas apprécié",-1
8408,très satisfaite livraison à temps et produits identiques,1
52812,تطبيق مليء بالأكاذيب...,-1
4242,Excellente application très fluide,1
87216,شركه كبير جدا,1
13267,Bonsoir j ai une satisfaction totale aux produits que j ai pu acheté ici,-1
140384,افشل خط اتصالات في تونس كل ساعة يقص ريزو,-1
79590,البرنامج ممتاز منتجاتكم جميله بس طريقه التوصيل سيئه جدا اطلب طلبيه من مكان واحد المندوب يوصلي كل يوم قطعه,0
90347,صباح خير لمذ للتكلم مع,1
62460,"Application nulle , beugue sans arrêt,  sans parler des arnaques",-1
142282,Programme ma ye5demch.3ib app kif haka 9odem el 3alam ech bech y9oulou 3lina,-1
70492,Sit wa3ar bon kouraj,1
113557,كويس بس مفيش لغه عربى,1
54914,Jai installé lapplication pour bénéficier des coupons et hélas aucun coupon nest disponible je suis vraiment déçue,-1
88994,مصداقيه فى المنتج,1
46717,zota zoto,0
128998,Ooredoo merci,1
2244,application très très lente .l ancien version est plus better.,-1
78095,موقع ممتاز وخدمة عملاء جيده جدا تكه كمان وتبقى ممتازه,1
137356,بانكا على الحيط باتم معنى الكلمة  نهار الكل الريزو طايح و الڨاب ما يخدمشي  C est la honte,-1
4440,Bonne application mais il faut ajouter des carte psn  compte francais,1
28316,الخدع و الكذب,-1
110506,مصاريف الشحن ليه بقت اضعاف ما كانت,0
89360,انا اخدت مكنة وعملت استرجاع وما رجعولي الفلوس ارجو الحلللللل,-1
1853,Rajj3ou lancienne version S il vous plaît ,0
57770,"C une super cool appli. Ca t evite de te deplacer et les frais de transport 
sont vraiment moins cheres",1
65675,Produits bon mais frais de livraison trop chers,0
92676,شكرآ چوميا,1
2173,يجب الالتزام بوضع ثمن البضاعة المعروضة للبيع,1
114582,Best offers ever,1
69824,Ses interressent,1
84365,جميل ويتأخر في طلبيات كتيرا اي شيئ أختاره ترفضونه ولا يأتيني لا أعرف لمادا,1
81387,عندى سؤال هو الحد الأقصي لتوصيل الطلبيه لمنزل كام يوم و يمكن ادفع عند الأستلام و هو فيه فلوس علي خدمه التوصيل ولو فيه هي كام,1
3672,Cool...mais les livraisons prennent trip de temps,0
